"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1841295709905223817","Wed Oct 02 01:54:41 +0000 2024","0","Ada promo Fore Coffee diskon 50% untuk pembelian pertama lewat aplikasi pake kode referral ini buat daftar yaa Kode referral: BDAABA https://t.co/4tYJaC24Vj","1841295709905223817","","","in","vancouver '23","0","0","0","https://x.com/seungcheolw2e/status/1841295709905223817","1682284724964950016","seungcheolw2e"
"1841252683275256307","Tue Oct 01 23:03:43 +0000 2024","0","Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3","1841252683275256307","","","in","Jakarta","0","0","0","https://x.com/Rio_D2Q/status/1841252683275256307","80601455","Rio_D2Q"
"1841247293569450415","Tue Oct 01 22:42:18 +0000 2024","0","Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 251D45 saat registrasi. https://t.co/MMmpozLNmZ","1841247293569450415","","","in","","1","0","0","https://x.com/yjm_krn/status/1841247293569450415","1445066554928865286","yjm_krn"
"1841134303041945625","Tue Oct 01 15:13:19 +0000 2024","0","ada yang punya kode referral fore coffee ga? sini aku pake kodenyaaa","1841134303041945625","","","in","ilhoon heart","0","3","0","https://x.com/changchubie/status/1841134303041945625","1159453231400886273","changchubie"
"1841129005216645400","Tue Oct 01 14:52:16 +0000 2024","0","Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 5A0A78 saat registrasi. https://t.co/wJU2WxpXun","1841129005216645400","","","in","","0","0","0","https://x.com/NataliaNH12/status/1841129005216645400","941260025925734400","NataliaNH12"
"1840944982108328414","Tue Oct 01 02:41:01 +0000 2024","0","KOPI FORE GRATIS B1G1 &amp; DISKON 50%! Untuk pengguna baru cukup buat akun dengan referral ini : FAA744 8FEDF8 #ForeCoffee #Gratis https://t.co/Fn7ajTfDe2","1840944982108328414","https://pbs.twimg.com/media/GYxZtDobQAEWXhY.jpg","","in","","0","0","0","https://x.com/tensevery/status/1840944982108328414","989465218911621120","tensevery"
"1840944271186411814","Tue Oct 01 02:38:11 +0000 2024","0","Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf","1840944271186411814","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/OirkMan/status/1840944271186411814","2958665036","OirkMan"
"1840931958232346791","Tue Oct 01 01:49:16 +0000 2024","0","Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral F4D2C7 saat registrasi. https://t.co/8tWviLNy5O","1840931958232346791","","","in","","0","0","0","https://x.com/meyxtape/status/1840931958232346791","1120641866364407808","meyxtape"
"1840891535271076333","Mon Sep 30 23:08:38 +0000 2024","0","Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3","1840891535271076333","","","in","Jakarta","0","0","0","https://x.com/Rio_D2Q/status/1840891535271076333","80601455","Rio_D2Q"
"1840757060310532254","Mon Sep 30 14:14:17 +0000 2024","0","Dear Fore's Friends.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf","1840757060310532254","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/OirkMan/status/1840757060310532254","2958665036","OirkMan"
"1840706564812046444","Mon Sep 30 12:31:27 +0000 2024","0","@Inkaiserin Hai ka kami mohon maaf atas kendala serta ketidaknyamanan yang dialami. Silahkan dapat menginformasikan kembali keluhannya melalui layanan Customer Service kami di nomor +62812-1111-8456 agar kami dapat bantu pengecekan. Terima Kasih Salam hangat","1840731179592691850","","Inkaiserin","in","Jakarta","0","0","0","https://x.com/ForeCoffeeID/status/1840731179592691850","1165912576187719680","ForeCoffeeID"
"1840727453905641518","Mon Sep 30 12:16:38 +0000 2024","0","Dear Fore's Friend.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3","1840727453905641518","","","in","Jakarta","0","0","0","https://x.com/Rio_D2Q/status/1840727453905641518","80601455","Rio_D2Q"
"1840726575349985635","Mon Sep 30 12:13:09 +0000 2024","0","Sudah mencoba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf","1840726575349985635","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/OirkMan/status/1840726575349985635","2958665036","OirkMan"
"1840718537872273418","Mon Sep 30 11:41:12 +0000 2024","0","Promo fore coffee 50% masih ready mumpung lagi standby fastresp Testimoni liat profile #zonauang https://t.co/oJcoo3Pljt","1840718537872273418","https://pbs.twimg.com/media/GYuLv8rbkAAf0T9.jpg","","in","Malang, Jawa Timur","0","0","0","https://x.com/yawisbaehan/status/1840718537872273418","1141055817182896128","yawisbaehan"
"1840667143081537606","Mon Sep 30 08:16:59 +0000 2024","85","Diskon Rp30.000 untuk pembelian 2 cup Fore Coffee dengan pembayaran menggunakan QRIS wondr by BNI ️ Setiap Senin hingga 28 Oktober 2024 https://t.co/ZLBeIvkpWv","1840667143081537606","https://pbs.twimg.com/media/GYtdAxFa8AAWU-g.jpg","","in","racunbelanja@gmail.com","5","10","11","https://x.com/RacunBelanja/status/1840667143081537606","1168336921237409792","RacunBelanja"
"1840663454522499349","Mon Sep 30 08:02:20 +0000 2024","0","Kode promo refferal fore coffee diskon 50% max 35k 3x transaksi bisa menu minuman &amp; makanan semua varian menu untuk pengguna baru yaps!!! A0BCAE Fore coffee belasan ribu aja seng Kalo kesusahan masukin referral nya bisa dm aku yaaa manieszzz #zonauang #zonajajan https://t.co/jX281da6qg","1840663454522499349","https://pbs.twimg.com/media/GYtZqCCbcAAh5wR.jpg","","in","Palembang","0","0","0","https://x.com/hopeeblueside/status/1840663454522499349","1227609279395291137","hopeeblueside"
"1840650465492795677","Mon Sep 30 07:10:43 +0000 2024","0","Daripada ngantuk di kelas mending jajan kopi dulu yuk di Fore Coffee biar makin fokus! ️ Ada diskon hingga Rp50K loh buat kamu yang udah join GOKS! Cuss cek https://t.co/VGgRXtqz9T sekarang buat dapetin promonya! #GOKS! #goksindo #DiskonGokil #PromoMahasiswa https://t.co/Bg3f2SUjOS","1840650465492795677","https://pbs.twimg.com/media/GYtN1e6bQAA_MTC.jpg","","in","","0","0","0","https://x.com/goks_Indo/status/1840650465492795677","1504817407851831297","goks_Indo"
"1840628448416719147","Mon Sep 30 05:43:13 +0000 2024","0","wts jual voc voucher fore coffee diskon 50% ALL ITEM fee 5k per voucher bebas minuman apa aja.kopi/non kopi ukuran reguler/large dan sandwich juga bisa. VOUCHER READY SISA SEDIKIT #zonauang #zonajajan #zonabu #wts #wtb #TimnasDay Gorontalo Mandalika Diddy #IndonesianGP Raffi https://t.co/s7jvxvUJ7K","1840628448416719147","https://pbs.twimg.com/media/GYs50ThboAA4n81.jpg","","in","","0","0","0","https://x.com/SobadShopee/status/1840628448416719147","1676610715719725059","SobadShopee"
"1840619251834695791","Mon Sep 30 05:06:41 +0000 2024","0","Sudah mencoba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3","1840619251834695791","","","in","Jakarta","0","0","0","https://x.com/Rio_D2Q/status/1840619251834695791","80601455","Rio_D2Q"
"1840619110516027541","Mon Sep 30 05:06:07 +0000 2024","0","w sm bisma kemaren ke brighspot ratu plaza gabeli apa2 ujung2nya beli fore coffee di panin bank","1840619110516027541","","","in","United Kingdom","0","1","0","https://x.com/sappyderman/status/1840619110516027541","2324099851","sappyderman"
"1840587375409234081","Mon Sep 30 03:00:01 +0000 2024","0","Butuh kopi biar on terus di kantor? Dapatkan penawaran spesial. Hemat Rp20.000 - untuk pesan Fore Coffee di GrabFood dengan Kartu Debit dan Kredit Danamon. Berlaku hingga 31 Desember 2024. Info lengkap: https://t.co/dfvNgLvolJ #TumbuhBersamaDanamonGroup #PromoDanamon https://t.co/y5AF039ii6","1840587375409234081","https://pbs.twimg.com/media/GYsUdnQXwAAf58I.jpg","","in","Jakarta, Indonesia","0","0","0","https://x.com/danamon/status/1840587375409234081","166880064","danamon"
"1840585302047629614","Mon Sep 30 02:51:47 +0000 2024","0","Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral B23CF2 saat registrasi. https://t.co/n4Ylibwppx","1840585302047629614","","","in","Tegal, Jawa Tengah","0","0","0","https://x.com/anstsyvrnca/status/1840585302047629614","1444725880622776320","anstsyvrnca"
"1840576696845787529","Mon Sep 30 02:17:35 +0000 2024","0","Rugi banget kalau ke Fore Coffee nggak pesen via aplikasi. Gih daftar ajaa biar dapet harga semurah ini. Pakai referralku yak! Dapatkan diskon 50% untuk pembelian pertamamu! Cus download sekarang dan masukkan kode referral B01F84 saat registrasi. https://t.co/w1aLbi0LVh https://t.co/l04HNooPpm","1840576696845787529","https://pbs.twimg.com/media/GYsKvzKasAAgXl4.jpg","","in","","0","0","0","https://x.com/blessed__loved/status/1840576696845787529","1712165532890517505","blessed__loved"
"1840564858397524427","Mon Sep 30 01:30:32 +0000 2024","0","Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf","1840564858397524427","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/OirkMan/status/1840564858397524427","2958665036","OirkMan"
"1840527435764486590","Sun Sep 29 23:01:50 +0000 2024","0","Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3","1840527435764486590","","","in","Jakarta","0","0","0","https://x.com/Rio_D2Q/status/1840527435764486590","80601455","Rio_D2Q"
"1840477847204577695","Sun Sep 29 19:44:47 +0000 2024","6","FORE COFFEE LAGI PROMO Bagi bagi 3 Voucher diskon 50% maksimal 35 ribu TANPA minimal belanja!!! caranya : cukup kalian download aplikasi Fore coffee registrasi dan MASUKIN KODE REFERAL : 3FA3B3 (wajib biar dapet promonya!) setelah itu cek di tab voucher bakal ada 3 voucher 50% https://t.co/VoLDwmgvaw","1840477847204577695","https://pbs.twimg.com/media/GYqw2BnbUAAI1ak.jpg","","in","","1","4","0","https://x.com/sisukaGorengan/status/1840477847204577695","1749753288101330944","sisukaGorengan"
"1840438639647662147","Sun Sep 29 17:09:00 +0000 2024","0","Yg mau minum kopi / matcha fore coffee yuk download appnya &amp; daftar pake kode 52BAB5 biar dpt voucher 50% maks 35rb!! Kpn lg butterscotch sea salt latte / matcha green tea jd 15rb? Menu yg lain jg bs","1840438639647662147","","","in","full thread:","0","0","0","https://x.com/cupidhoneymoon/status/1840438639647662147","1649420658785353736","cupidhoneymoon"
"1840438316812120361","Sun Sep 29 17:07:43 +0000 2024","0","Cara dpt promo diskon minuman di Fore Coffee cocok buat yg suka ngopi pas lg lunch/nugas/skripsian/malmingan Dpt voucher 50% (maks 35rb) bs buat minuman coffee &amp; non coffee. Cek thread ini buat info lengkapnya~","1840438316812120361","","","in","full thread:","0","0","0","https://x.com/cupidhoneymoon/status/1840438316812120361","1649420658785353736","cupidhoneymoon"
"1840399908731568370","Sun Sep 29 14:35:05 +0000 2024","0","Kehidupan perantau di hari sabtu minggu tanpa mie kober bebek sinjay fore coffee tuku kopi dan jank jank chicken wing ya begini begini saja. https://t.co/1kNs3v7vNr","1840399908731568370","https://pbs.twimg.com/media/GYpp9YYbQAAmkeU.jpg","","in","St Augustine, FL","0","0","0","https://x.com/RBSShelby/status/1840399908731568370","591653506","RBSShelby"
"1840396128115892383","Sun Sep 29 14:20:04 +0000 2024","0","Dear Friends.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf","1840396128115892383","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/OirkMan/status/1840396128115892383","2958665036","OirkMan"
"1840358216728826328","Sun Sep 29 11:49:25 +0000 2024","0","Sudah mencoba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVr5FH","1840358216728826328","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/OirkMan/status/1840358216728826328","2958665036","OirkMan"
"1840357264773026076","Sun Sep 29 11:45:38 +0000 2024","0","Dear Friends.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3","1840357264773026076","","","in","Jakarta","0","0","0","https://x.com/Rio_D2Q/status/1840357264773026076","80601455","Rio_D2Q"
"1840357184867361068","Sun Sep 29 11:45:19 +0000 2024","0","Sudah mencoba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3","1840357184867361068","","","in","Jakarta","0","0","0","https://x.com/Rio_D2Q/status/1840357184867361068","80601455","Rio_D2Q"
"1840330549707289042","Sun Sep 29 09:59:29 +0000 2024","0","voucher 50% FORE COFFEE masukin Kode Referal : 5A76C2 dapat diskon coffe tinggal masukin code reff / referral saat daftar aplikasi","1840330549707289042","","","in","","0","0","0","https://x.com/CatLucuk/status/1840330549707289042","1562390636200079360","CatLucuk"
"1840294158780772367","Sun Sep 29 08:55:55 +0000 2024","0","@madunsaid Apakah akan ada fore coffee date? ","1840314551298101715","","madunsaid","in","","0","1","0","https://x.com/Prasatya_212/status/1840314551298101715","1675191563637620736","Prasatya_212"
"1840284149279797641","Sun Sep 29 06:55:06 +0000 2024","0","Rugi banget kalau ke Fore Coffee nggak pesen via aplikasi. Gih daftar ajaa biar dapet harga semurah ini. Pakai referralku yak! Dapatkan diskon 50% untuk pembelian pertamamu! Cus download sekarang dan masukkan kode referral B01F84 saat registrasi. https://t.co/w1aLbi0LVh https://t.co/i6ZmeAjdQB","1840284149279797641","https://pbs.twimg.com/media/GYoArQnasAIZgdY.jpg","","in","","0","0","0","https://x.com/blessed__loved/status/1840284149279797641","1712165532890517505","blessed__loved"
"1840253988996034659","Sun Sep 29 04:55:15 +0000 2024","0","Halo guys udah download apk Fore Coffee? Dapatkan diskon 50% maks. 35K sebanyak 3x voucher khusus pengguna baru Dengan masukkan kode referral 3F6F02 saat registrasi. birthday voucher b1g1 di tgl 25 buy 2get3 tiap senin &amp; free upsize tiap weekend dll Promo fore coffee https://t.co/gU6HkzdziM","1840253988996034659","https://pbs.twimg.com/media/GYnlPy0asAEuI5V.jpg","","in","Indonesia","0","0","0","https://x.com/AnestyaRizky/status/1840253988996034659","1687942652","AnestyaRizky"
"1840252199722488076","Sun Sep 29 04:48:09 +0000 2024","0","wts jual voc voucher fore coffee diskon 50% ALL ITEM fee 5k per voucher bebas minuman apa aja.kopi/non kopi ukuran reguler/large dan sandwich juga bisa. VOUCHER READY SISA SEDIKIT #zonauang #zonajajan #zonabu #wts #wtb #TimnasDay Gorontalo Mandalika P Diddy #IndonesianGP https://t.co/OZvM9P9RJe","1840252199722488076","https://pbs.twimg.com/media/GYnjnjiasAEL8LE.jpg","","in","","0","1","0","https://x.com/SobadShopee/status/1840252199722488076","1676610715719725059","SobadShopee"
"1840211968646623325","Sun Sep 29 02:08:17 +0000 2024","0","Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf","1840211968646623325","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/OirkMan/status/1840211968646623325","2958665036","OirkMan"
"1840165735051743514","Sat Sep 28 23:04:34 +0000 2024","0","Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3","1840165735051743514","","","in","Jakarta","0","0","0","https://x.com/Rio_D2Q/status/1840165735051743514","80601455","Rio_D2Q"
"1840040761565556966","Sat Sep 28 14:47:58 +0000 2024","0","Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 9F8589 saat registrasi. https://t.co/atrkIvIuCN","1840040761565556966","","","in","INDONESIA","0","0","0","https://x.com/ahmadnfl/status/1840040761565556966","1381824132","ahmadnfl"
"1840032701426102415","Sat Sep 28 14:15:56 +0000 2024","0","Dear Friends.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf","1840032701426102415","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/OirkMan/status/1840032701426102415","2958665036","OirkMan"
"1840028527116333249","Sat Sep 28 13:59:21 +0000 2024","0","aku ga banyak ngopi sih ya grgr aslam tp pernah nyobain dan kata aku enak 1. fore coffee!! 2. kawan kopi 3. kopi cantel","1840028527116333249","","","in","O3, homophobic dni ‼️","0","1","0","https://x.com/sjyunflowers/status/1840028527116333249","1322878478568493056","sjyunflowers"
"1840002038387577281","Sat Sep 28 12:14:06 +0000 2024","0","Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral A0B417 saat registrasi. https://t.co/huLPxlY3nn","1840002038387577281","","","in","","0","0","0","https://x.com/curahanhatiirt/status/1840002038387577281","1812455688704245760","curahanhatiirt"
"1840002021572985107","Sat Sep 28 12:14:02 +0000 2024","0","Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral A0B417 saat registrasi. https://t.co/huLPxlYBcV","1840002021572985107","","","in","","0","0","0","https://x.com/curahanhatiirt/status/1840002021572985107","1812455688704245760","curahanhatiirt"
"1839996268137054351","Sat Sep 28 11:51:10 +0000 2024","0","buat yg mau order fore aku bs bantu orderin ya. GRATIS jadi cm bayar minuman/makanan aja. disc 50% max 35k. sistem: cek menu setelah diskon &gt; tf &gt; proses. khusus pickup ya (kl mau dianter ongkir ditanggung buyer). untuk seluruh outlet fore coffee #zonajajan #zonauang #ZonaBA https://t.co/57VDJUcrrz","1839996268137054351","https://pbs.twimg.com/media/GYj62hcasAMufRs.jpg","","in","","0","0","0","https://x.com/shmr______/status/1839996268137054351","949839949","shmr______"
"1839990657550823642","Sat Sep 28 11:28:52 +0000 2024","0","Dear Friends.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3","1839990657550823642","","","in","Jakarta","0","0","0","https://x.com/Rio_D2Q/status/1839990657550823642","80601455","Rio_D2Q"
"1839948182807097596","Sat Sep 28 09:40:46 +0000 2024","0","@jogjamfs fore coffee amplaz sekalian nonton jikustik","1839963453961974146","","jogjamfs","in","Planet Pluto","0","1","0","https://x.com/aditkrisma/status/1839963453961974146","318812539","aditkrisma"
"1839940201013227649","Sat Sep 28 08:08:23 +0000 2024","0","Sudahkah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf","1839940201013227649","","","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/OirkMan/status/1839940201013227649","2958665036","OirkMan"
"1839908001383325808","Sat Sep 28 06:00:26 +0000 2024","0","Yuk Fore Coffee nya kak Disc 50% Max 35k No fee jadi hanya bayar makanan saja Sistem Cek menu setelah diskon - TF - Proses Khusus Pickup (Kalau mau dianter ongkir ditanggung buyer) Berlaku seluruh Outlet Fore Coffee #zonauang #zonajajan #fore #forecoffee https://t.co/yELtpMxQae","1839908001383325808","https://pbs.twimg.com/media/GYiqk7BasAMN_AF.jpg","","in","","0","3","0","https://x.com/Naufalsyrf/status/1839908001383325808","714738821842251777","Naufalsyrf"
"1839892367048093943","Sat Sep 28 04:58:18 +0000 2024","0","Sudah mencoba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3","1839892367048093943","","","in","Jakarta","0","0","0","https://x.com/Rio_D2Q/status/1839892367048093943","80601455","Rio_D2Q"
