conversation_id_str,created_at,favorite_count,full_text,id_str,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1840706564812046444,Mon Sep 30 12:31:27 +0000 2024,0,@Inkaiserin Hai ka kami mohon maaf atas kendala serta ketidaknyamanan yang dialami. Silahkan dapat menginformasikan kembali keluhannya melalui layanan Customer Service kami di nomor +62812-1111-8456 agar kami dapat bantu pengecekan. Terima Kasih Salam hangat,1840731179592691850,in,Jakarta,0,0,0,https://x.com/ForeCoffeeID/status/1840731179592691850,1165912576187719680,ForeCoffeeID
1840727453905641518,Mon Sep 30 12:16:38 +0000 2024,0,Dear Fore's Friend.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3,1840727453905641518,in,Jakarta,0,0,0,https://x.com/Rio_D2Q/status/1840727453905641518,80601455,Rio_D2Q
1840726575349985635,Mon Sep 30 12:13:09 +0000 2024,0,Sudah mencoba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf,1840726575349985635,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/OirkMan/status/1840726575349985635,2958665036,OirkMan
1840718537872273418,Mon Sep 30 11:41:12 +0000 2024,0,Promo fore coffee 50% masih ready mumpung lagi standby fastresp Testimoni liat profile #zonauang https://t.co/oJcoo3Pljt,1840718537872273418,in,"Malang, Jawa Timur",0,0,0,https://x.com/yawisbaehan/status/1840718537872273418,1141055817182896128,yawisbaehan
1840667143081537606,Mon Sep 30 08:16:59 +0000 2024,85,Diskon Rp30.000 untuk pembelian 2 cup Fore Coffee dengan pembayaran menggunakan QRIS wondr by BNI  Setiap Senin hingga 28 Oktober 2024 https://t.co/ZLBeIvkpWv,1840667143081537606,in,racunbelanja@gmail.com,5,10,11,https://x.com/RacunBelanja/status/1840667143081537606,1168336921237409792,RacunBelanja
1840663454522499349,Mon Sep 30 08:02:20 +0000 2024,0,Kode promo refferal fore coffee diskon 50% max 35k 3x transaksi bisa menu minuman &amp; makanan semua varian menu untuk pengguna baru yaps!!! A0BCAE Fore coffee belasan ribu aja seng Kalo kesusahan masukin referral nya bisa dm aku yaaa manieszzz #zonauang #zonajajan https://t.co/jX281da6qg,1840663454522499349,in,Palembang,0,0,0,https://x.com/hopeeblueside/status/1840663454522499349,1227609279395291137,hopeeblueside
1840619251834695791,Mon Sep 30 05:06:41 +0000 2024,0,Sudah mencoba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3,1840619251834695791,in,Jakarta,0,0,0,https://x.com/Rio_D2Q/status/1840619251834695791,80601455,Rio_D2Q
1840619110516027541,Mon Sep 30 05:06:07 +0000 2024,0,w sm bisma kemaren ke brighspot ratu plaza gabeli apa2 ujung2nya beli fore coffee di panin bank,1840619110516027541,in,United Kingdom,0,1,0,https://x.com/sappyderman/status/1840619110516027541,2324099851,sappyderman
1840587375409234081,Mon Sep 30 03:00:01 +0000 2024,0,Butuh kopi biar on terus di kantor? Dapatkan penawaran spesial. Hemat Rp20.000 - untuk pesan Fore Coffee di GrabFood dengan Kartu Debit dan Kredit Danamon. Berlaku hingga 31 Desember 2024. Info lengkap: https://t.co/dfvNgLvolJ #TumbuhBersamaDanamonGroup #PromoDanamon https://t.co/y5AF039ii6,1840587375409234081,in,"Jakarta, Indonesia",0,0,0,https://x.com/danamon/status/1840587375409234081,166880064,danamon
1840585302047629614,Mon Sep 30 02:51:47 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral B23CF2 saat registrasi. https://t.co/n4Ylibwppx,1840585302047629614,in,"Tegal, Jawa Tengah",0,0,0,https://x.com/anstsyvrnca/status/1840585302047629614,1444725880622776320,anstsyvrnca
1840564858397524427,Mon Sep 30 01:30:32 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf,1840564858397524427,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/OirkMan/status/1840564858397524427,2958665036,OirkMan
1840527435764486590,Sun Sep 29 23:01:50 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3,1840527435764486590,in,Jakarta,0,0,0,https://x.com/Rio_D2Q/status/1840527435764486590,80601455,Rio_D2Q
1840438639647662147,Sun Sep 29 17:09:00 +0000 2024,0,Yg mau minum kopi / matcha fore coffee yuk download appnya &amp; daftar pake kode 52BAB5 biar dpt voucher 50% maks 35rb!! Kpn lg butterscotch sea salt latte / matcha green tea jd 15rb? Menu yg lain jg bs,1840438639647662147,in,full thread:,0,0,0,https://x.com/cupidhoneymoon/status/1840438639647662147,1649420658785353736,cupidhoneymoon
1840438316812120361,Sun Sep 29 17:07:43 +0000 2024,0,Cara dpt promo diskon minuman di Fore Coffee cocok buat yg suka ngopi pas lg lunch/nugas/skripsian/malmingan Dpt voucher 50% (maks 35rb) bs buat minuman coffee &amp; non coffee. Cek thread ini buat info lengkapnya~,1840438316812120361,in,full thread:,0,0,0,https://x.com/cupidhoneymoon/status/1840438316812120361,1649420658785353736,cupidhoneymoon
1840399908731568370,Sun Sep 29 14:35:05 +0000 2024,0,Kehidupan perantau di hari sabtu minggu tanpa mie kober bebek sinjay fore coffee tuku kopi dan jank jank chicken wing ya begini begini saja. https://t.co/1kNs3v7vNr,1840399908731568370,in,"St Augustine, FL",0,0,0,https://x.com/RBSShelby/status/1840399908731568370,591653506,RBSShelby
1840396128115892383,Sun Sep 29 14:20:04 +0000 2024,0,Dear Friends.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf,1840396128115892383,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/OirkMan/status/1840396128115892383,2958665036,OirkMan
1840358216728826328,Sun Sep 29 11:49:25 +0000 2024,0,Sudah mencoba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVr5FH,1840358216728826328,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/OirkMan/status/1840358216728826328,2958665036,OirkMan
1840357264773026076,Sun Sep 29 11:45:38 +0000 2024,0,Dear Friends.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3,1840357264773026076,in,Jakarta,0,0,0,https://x.com/Rio_D2Q/status/1840357264773026076,80601455,Rio_D2Q
1840357184867361068,Sun Sep 29 11:45:19 +0000 2024,0,Sudah mencoba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3,1840357184867361068,in,Jakarta,0,0,0,https://x.com/Rio_D2Q/status/1840357184867361068,80601455,Rio_D2Q
1840253988996034659,Sun Sep 29 04:55:15 +0000 2024,0,Halo guys udah download apk Fore Coffee? Dapatkan diskon 50% maks. 35K sebanyak 3x voucher khusus pengguna baru Dengan masukkan kode referral 3F6F02 saat registrasi. birthday voucher b1g1 di tgl 25 buy 2get3 tiap senin &amp; free upsize tiap weekend dll Promo fore coffee https://t.co/gU6HkzdziM,1840253988996034659,in,Indonesia,0,0,0,https://x.com/AnestyaRizky/status/1840253988996034659,1687942652,AnestyaRizky
1840211968646623325,Sun Sep 29 02:08:17 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf,1840211968646623325,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/OirkMan/status/1840211968646623325,2958665036,OirkMan
1840165735051743514,Sat Sep 28 23:04:34 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3,1840165735051743514,in,Jakarta,0,0,0,https://x.com/Rio_D2Q/status/1840165735051743514,80601455,Rio_D2Q
1840040761565556966,Sat Sep 28 14:47:58 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 9F8589 saat registrasi. https://t.co/atrkIvIuCN,1840040761565556966,in,INDONESIA,0,0,0,https://x.com/ahmadnfl/status/1840040761565556966,1381824132,ahmadnfl
1840032701426102415,Sat Sep 28 14:15:56 +0000 2024,0,Dear Friends.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf,1840032701426102415,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/OirkMan/status/1840032701426102415,2958665036,OirkMan
1840028527116333249,Sat Sep 28 13:59:21 +0000 2024,0,aku ga banyak ngopi sih ya grgr aslam tp pernah nyobain dan kata aku enak 1. fore coffee!! 2. kawan kopi 3. kopi cantel,1840028527116333249,in,"O3, homophobic dni ‼️",0,1,0,https://x.com/sjyunflowers/status/1840028527116333249,1322878478568493056,sjyunflowers
1839990657550823642,Sat Sep 28 11:28:52 +0000 2024,0,Dear Friends.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3,1839990657550823642,in,Jakarta,0,0,0,https://x.com/Rio_D2Q/status/1839990657550823642,80601455,Rio_D2Q
1839948182807097596,Sat Sep 28 09:40:46 +0000 2024,0,@jogjamfs fore coffee amplaz sekalian nonton jikustik,1839963453961974146,in,Planet Pluto,0,1,0,https://x.com/aditkrisma/status/1839963453961974146,318812539,aditkrisma
1839940201013227649,Sat Sep 28 08:08:23 +0000 2024,0,Sudahkah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf,1839940201013227649,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/OirkMan/status/1839940201013227649,2958665036,OirkMan
1839892367048093943,Sat Sep 28 04:58:18 +0000 2024,0,Sudah mencoba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3,1839892367048093943,in,Jakarta,0,0,0,https://x.com/Rio_D2Q/status/1839892367048093943,80601455,Rio_D2Q
1839861316091294066,Sat Sep 28 02:54:55 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral B23CF2 saat registrasi. https://t.co/n4Ylibwppx,1839861316091294066,in,"Tegal, Jawa Tengah",0,0,0,https://x.com/anstsyvrnca/status/1839861316091294066,1444725880622776320,anstsyvrnca
1839848359634579594,Sat Sep 28 02:03:26 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf,1839848359634579594,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/OirkMan/status/1839848359634579594,2958665036,OirkMan
1839804543737225633,Fri Sep 27 23:09:19 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3,1839804543737225633,in,Jakarta,0,0,0,https://x.com/Rio_D2Q/status/1839804543737225633,80601455,Rio_D2Q
1839700304792530970,Fri Sep 27 16:43:51 +0000 2024,0,@jogjamfs ichiban sushi mie tawan fore coffee,1839707534636261749,in,Indonesia,0,0,0,https://x.com/ra_moon_ra/status/1839707534636261749,1552061964926390272,ra_moon_ra
1839699047114010716,Fri Sep 27 16:10:07 +0000 2024,0,Cara dpt promo diskon minuman di Fore Coffee cocok buat yg suka ngopi pas lg lunch/nugas/skripsian/malmingan Dpt voucher 50% (maks 35rb) bs buat minuman coffee &amp; non coffee. Cek thread ini buat info lengkapnya~,1839699047114010716,in,full thread:,0,0,0,https://x.com/cupidhoneymoon/status/1839699047114010716,1649420658785353736,cupidhoneymoon
1839668841217224841,Fri Sep 27 14:10:05 +0000 2024,0,Dear Friends.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf,1839668841217224841,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/OirkMan/status/1839668841217224841,2958665036,OirkMan
1839618046719410238,Fri Sep 27 10:48:15 +0000 2024,0,Dear Friend.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3,1839618046719410238,in,Jakarta,0,0,0,https://x.com/Rio_D2Q/status/1839618046719410238,80601455,Rio_D2Q
1839335801571971499,Thu Sep 26 16:19:10 +0000 2024,0,@lnyole Semangat bau bau bakal jadi CEO sih,1839338937195847921,in,Jakarta Capital Region,0,0,0,https://x.com/Dioo0______/status/1839338937195847921,1518493646009806848,Dioo0______
1839337102284411372,Thu Sep 26 16:15:33 +0000 2024,0,Banyak cerita hari ini kaya biasanya leadernya pasti nanyain dan nyuruh pesen minuman atau makanan online food. Untuk tadi sepakat pada beli Fore coffee beli 2 botol yang 1 liter. Yang satu liter coffee late dan satu lagi classic. Dan tau ga sih pas Dateng malah ga dingin,1839338025295516069,in,bos plat AB,0,1,0,https://x.com/KaloBisa2Knp1/status/1839338025295516069,1080802042946379781,KaloBisa2Knp1
1839313390759718987,Thu Sep 26 15:44:10 +0000 2024,1,@lnyole Gas gak seh,1839330128264040483,in,Jakarta Capital Region,0,0,0,https://x.com/Dioo0______/status/1839330128264040483,1518493646009806848,Dioo0______
1839306109372477728,Thu Sep 26 14:08:43 +0000 2024,0,Dear Friend..... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf,1839306109372477728,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/OirkMan/status/1839306109372477728,2958665036,OirkMan
1839298218309689718,Thu Sep 26 13:37:22 +0000 2024,0,Dear Friend.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3,1839298218309689718,in,Jakarta,0,0,0,https://x.com/Rio_D2Q/status/1839298218309689718,80601455,Rio_D2Q
1839275345155150029,Thu Sep 26 12:06:29 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral E0D80D saat registrasi. https://t.co/t4rJPMVBiP,1839275345155150029,in,00's,0,0,0,https://x.com/xHAECHANx/status/1839275345155150029,1296695104216809479,xHAECHANx
1839242904101126454,Thu Sep 26 09:57:34 +0000 2024,0,Sudahkah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf,1839242904101126454,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/OirkMan/status/1839242904101126454,2958665036,OirkMan
1839185929807999145,Thu Sep 26 06:11:10 +0000 2024,0,Sudah mencoba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3,1839185929807999145,in,Jakarta,0,0,0,https://x.com/Rio_D2Q/status/1839185929807999145,80601455,Rio_D2Q
1839155438954360893,Thu Sep 26 04:10:01 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6AE4D4 saat registrasi. https://t.co/sfQavuPRNv,1839155438954360893,in,Indonesia,0,0,0,https://x.com/jaehyunjaesmile/status/1839155438954360893,1169984807889072128,jaehyunjaesmile
1839143852617216379,Thu Sep 26 03:23:58 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral B1E5EA saat registrasi. https://t.co/OlOFSyVkIX,1839143852617216379,in,marina bay street circuit,0,0,0,https://x.com/08ofaugust/status/1839143852617216379,988735878192287744,08ofaugust
1839129847194595626,Thu Sep 26 02:28:19 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf,1839129847194595626,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/OirkMan/status/1839129847194595626,2958665036,OirkMan
1839077843143458994,Wed Sep 25 23:01:40 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3,1839077843143458994,in,Jakarta,0,0,0,https://x.com/Rio_D2Q/status/1839077843143458994,80601455,Rio_D2Q
1839074622815580645,Wed Sep 25 22:54:45 +0000 2024,3,7.Beli dan tukerin Fore Coffee e-Voucher Rp29.000 biar makin hemat! https://t.co/e4kkgOFwF8 8.Beli dan tukerin Farmers Market Voucher Payday Rp25.000 biar makin hemat! https://t.co/o26pJxs7qT 9.Beli dan tukerin Listirk PLN Voucher Rp500 biar makin hemat! https://t.co/ldEaH9Slli,1839076100229706066,in,everywhere,0,1,0,https://x.com/danavoucher/status/1839076100229706066,740225378313113600,danavoucher
1838991144749064330,Wed Sep 25 17:51:59 +0000 2024,36,@i_m_mortal_ Input di app fore coffee im FOREYOO40 Buruu https://t.co/Rkj5pevobq,1838999906704580784,in,Jawa Barat,0,5,4,https://x.com/seringsendirian/status/1838999906704580784,1570210662273658881,seringsendirian
1838959991912620528,Wed Sep 25 15:23:52 +0000 2024,0,terus kemaren kan aku lagi ngopi di fore coffee pentacity Balikpapan. lagi asik ngobrol terus orang meja sebelah ini berdiri dan mau pulang. pas lewat di sampingku dia negur kak duluan ya ,1838962633883717871,in,"Kalimantan Timur, Indonesia",0,1,0,https://x.com/NunkAlhabsy/status/1838962633883717871,84561083,NunkAlhabsy
1838952857015611681,Wed Sep 25 14:45:01 +0000 2024,0,Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral B23CF2 saat registrasi. https://t.co/n4Ylibwppx,1838952857015611681,in,"Tegal, Jawa Tengah",0,0,0,https://x.com/anstsyvrnca/status/1838952857015611681,1444725880622776320,anstsyvrnca
1838938856420462715,Wed Sep 25 13:49:23 +0000 2024,0,Hi guyss... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/jQPJcVrDvf,1838938856420462715,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/OirkMan/status/1838938856420462715,2958665036,OirkMan
1838899563715088843,Wed Sep 25 11:13:15 +0000 2024,0,Ada yg mau voc b1g1nya fore coffee gaaaa? Sayang bgt aaa udh subscribe tp gjd berangkat :((( https://t.co/kWZI7Y5VQs,1838899563715088843,in,Bibilly Hills,1,2,0,https://x.com/seriouslaayn/status/1838899563715088843,1796105940670046208,seriouslaayn
1838897973805420800,Wed Sep 25 11:06:56 +0000 2024,0,Pertama kali beli fore coffee langsung bintang 5 dah. Enak terjangkau buat kualitas makanan &amp; minuman segini TEMPATNYA BAGUS COKKK menyesal liat harga duluan padahal rasanya worth it buat range segituan. Lumayan laaa,1838897973805420800,in,tiati bg orgnya toxic,0,0,0,https://x.com/WH1SKEYZ/status/1838897973805420800,879681675034112001,WH1SKEYZ
1838897547135635718,Wed Sep 25 11:05:14 +0000 2024,0,Hi guyyss.... Sudah coba aplikasi Fore Coffee? Dapatkan diskon 50% untuk pembelian pertamamu! Download sekarang dan masukkan kode referral 6A04DC saat registrasi. https://t.co/7BcmmM8cW3,1838897547135635718,in,Jakarta,0,0,0,https://x.com/Rio_D2Q/status/1838897547135635718,80601455,Rio_D2Q
