User,Text,Date,Tweet Link,Media Links,Reply To,Target,Mentions,source_file
@snoozearea,"calf, fore, tuku",2024-05-03T16:42:26.000Z,https://x.com/snoozearea/status/1786436163663998981,[],@FOODFESS2,@snoozearea,[],fore-hasil-crawling-03-april.csv
@titaaaap,1. Couvee 2. Tuku 3. Indopoint 4. Fore,2024-05-03T16:35:44.000Z,https://x.com/titaaaap/status/1786434476790399031,[],@FOODFESS2,@titaaaap,[],fore-hasil-crawling-03-april.csv
@minholly_lovely,"Calf, tuku, fore. Excelso tp mahal wkwkwk",2024-05-03T15:35:34.000Z,https://x.com/minholly_lovely/status/1786419336980447345,[],@FOODFESS2,@minholly_lovely,[],fore-hasil-crawling-03-april.csv
@ailurophilos,"Tuku, fore, point coffee",2024-05-03T15:29:25.000Z,https://x.com/ailurophilos/status/1786417790146273600,[],@FOODFESS2,@ailurophilos,[],fore-hasil-crawling-03-april.csv
@pacarjeffrey,"jd makin penasaran sm tuku, fore otw cobain ahh",2024-05-03T15:27:14.000Z,https://x.com/pacarjeffrey/status/1786417237215297605,[],@FOODFESS2,@pacarjeffrey,[],fore-hasil-crawling-03-april.csv
@la_lalijah,"Tuku, XXI (maaf bgt soalnya emg kopi pandannya enak betul), dan Fore",2024-05-03T15:15:38.000Z,https://x.com/la_lalijah/status/1786414320643174487,[],@FOODFESS2,@la_lalijah,[],fore-hasil-crawling-03-april.csv
@RadenRomeo_,"Kopken, couvee, sama point. Skip dulu fore kalo lagi tanggal tua",2024-05-03T15:12:07.000Z,https://x.com/RadenRomeo_/status/1786413436836237570,[],@FOODFESS2,@RadenRomeo_,[],fore-hasil-crawling-03-april.csv
@ghigitt,"Tuku, fore, tomoro/point coffe dah",2024-05-03T15:03:05.000Z,https://x.com/ghigitt/status/1786411160805486800,[],@FOODFESS2,@ghigitt,[],fore-hasil-crawling-03-april.csv
@llybarrow,"makjay, fore, kawan",2024-05-03T15:01:42.000Z,https://x.com/llybarrow/status/1786410815144480885,[],@FOODFESS2,@llybarrow,[],fore-hasil-crawling-03-april.csv
@Ermawulanda,"Fore, tuku, fore",2024-05-03T15:01:10.000Z,https://x.com/Ermawulanda/status/1786410680423522571,[],@FOODFESS2,@Ermawulanda,[],fore-hasil-crawling-03-april.csv
@itsmepipik,"fore, point dan pengen nyobain tuku knp blm ada di jogja",2024-05-03T14:55:39.000Z,https://x.com/itsmepipik/status/1786409289323802779,[],@FOODFESS2,@itsmepipik,[],fore-hasil-crawling-03-april.csv
@hrw1004,"Kopi kenangan, point coffe, fore",2024-05-03T14:54:49.000Z,https://x.com/hrw1004/status/1786409081793904879,[],@FOODFESS2,@hrw1004,[],fore-hasil-crawling-03-april.csv
@lyycheeaa,"kopken, fore, flash coffee banyak si sebenernya",2024-05-03T14:50:49.000Z,https://x.com/lyycheeaa/status/1786408074821165185,[],@FOODFESS2,@lyycheeaa,[],fore-hasil-crawling-03-april.csv
@sukassukaaja,"Fore, tuku, point coffee",2024-05-03T14:34:57.000Z,https://x.com/sukassukaaja/status/1786404082317685092,[],@FOODFESS2,@sukassukaaja,[],fore-hasil-crawling-03-april.csv
@jnymine,1. Fore 2. Tuku 3. Kopi bawah tangga,2024-05-03T14:31:29.000Z,https://x.com/jnymine/status/1786403210032468242,[],@FOODFESS2,@jnymine,[],fore-hasil-crawling-03-april.csv
Zara | ig @arz.journal,"Tuku, fore, kopi kemenangan",2024-05-03T14:29:18.000Z,https://x.com/cicaffeine/status/1786402660490567806,['https://pbs.twimg.com/media/GMqTvcMaYAAdgC1?format=jpg&name=900x900'],@FOODFESS2,Zara | ig @arz.journal,[],fore-hasil-crawling-03-april.csv
@iamdaredevil_1,"fore, tuku, kopken. Btw tomoro gEnak hwek",2024-05-03T14:29:10.000Z,https://x.com/iamdaredevil_1/status/1786402626596372601,[],@FOODFESS2,@iamdaredevil_1,[],fore-hasil-crawling-03-april.csv
@sadtorus,"tuku, fore, famima wkwkwkwk",2024-05-03T14:25:10.000Z,https://x.com/sadtorus/status/1786401619053257027,[],@FOODFESS2,@sadtorus,[],fore-hasil-crawling-03-april.csv
@sitiegigge,"Golden Black, Fore, Tuku",2024-05-03T14:12:50.000Z,https://x.com/sitiegigge/status/1786398514404290646,[],@FOODFESS2,@sitiegigge,[],fore-hasil-crawling-03-april.csv
@potterxmcmillan,"fore, couvee, seperdua",2024-05-03T14:05:15.000Z,https://x.com/potterxmcmillan/status/1786396606352490860,"['https://pbs.twimg.com/media/GMqOPj9aYAAmAlR?format=jpg&name=small', 'https://pbs.twimg.com/media/GMqOPuiacAA4iDP?format=jpg&name=small', 'https://pbs.twimg.com/media/GMqOPoVaAAAZFFT?format=jpg&name=small']",@FOODFESS2,@potterxmcmillan,[],fore-hasil-crawling-03-april.csv
@winniethefluffy,"tuku, fore, indomaret point (masih terbatas nyobanya)",2024-05-03T13:58:16.000Z,https://x.com/winniethefluffy/status/1786394849794765306,[],@FOODFESS2,@winniethefluffy,[],fore-hasil-crawling-03-april.csv
@xsaturnq,"Calf, tuku, fore",2024-05-03T13:51:38.000Z,https://x.com/xsaturnq/status/1786393178947690882,[],@FOODFESS2,@xsaturnq,[],fore-hasil-crawling-03-april.csv
@Nonamanis______,"Tuku,fore,point. -Minum tuku kaya minum air putih bbrpa kali sruput langsung abis -fore banyak diskonnya. -Point sering diskon tiap hari senin.",2024-05-03T13:51:13.000Z,https://x.com/Nonamanis______/status/1786393075138589069,"['https://pbs.twimg.com/media/GMqLBqQbAAAFWul?format=jpg&name=medium', 'https://pbs.twimg.com/media/GMqLBqPaoAAKcqE?format=jpg&name=medium']",@FOODFESS2,@Nonamanis______,[],fore-hasil-crawling-03-april.csv
@Crisyeyk,"Tuku, fore, point coffee",2024-05-03T13:42:43.000Z,https://x.com/Crisyeyk/status/1786390936446239066,[],@FOODFESS2,@Crisyeyk,[],fore-hasil-crawling-03-april.csv
@trendythreads__,"Tomoro, point coffe dan fore belinya di gofood karena banyak diskon. https://x.com/trendythreads__/status/1786388655134896244?t=C8hHfI4UoEkORQNKWhs-5A&s=19…",2024-05-03T13:40:12.000Z,https://x.com/trendythreads__/status/1786390302733037582,[],@FOODFESS2,@trendythreads__,[],fore-hasil-crawling-03-april.csv
@temenbarbie,"Fore, awor (ini ada di jogja), point (vanilla latte)",2024-05-03T13:39:47.000Z,https://x.com/temenbarbie/status/1786390199788073389,[],@FOODFESS2,@temenbarbie,[],fore-hasil-crawling-03-april.csv
@moo_lixeu,"Kopken, fore, point coffee Tapi yg paling sering dibeli tetep kopken",2024-05-03T13:39:36.000Z,https://x.com/moo_lixeu/status/1786390150467174803,[],@FOODFESS2,@moo_lixeu,[],fore-hasil-crawling-03-april.csv
@shortmemeowryyy,"tuku, fore, secondfloor, komvnal (ini adanya di temanggung aja)",2024-05-03T13:38:34.000Z,https://x.com/shortmemeowryyy/status/1786389893289329085,[],@FOODFESS2,@shortmemeowryyy,[],fore-hasil-crawling-03-april.csv
@brinaaq,jaya dan fore udh gada top 3,2024-05-03T13:29:04.000Z,https://x.com/brinaaq/status/1786387500908630041,[],@FOODFESS2,@brinaaq,[],fore-hasil-crawling-03-april.csv
@bigisbingit,"tuku, fore, kopi jaya",2024-05-03T13:26:36.000Z,https://x.com/bigisbingit/status/1786386880763969948,[],@FOODFESS2,@bigisbingit,[],fore-hasil-crawling-03-april.csv
@ciwideey,"tuku, fore, calf",2024-05-03T13:18:55.000Z,https://x.com/ciwideey/status/1786384947600916798,[],@FOODFESS2,@ciwideey,[],fore-hasil-crawling-03-april.csv
@yufiit,"Tuku, fore, point coffee",2024-05-03T13:18:06.000Z,https://x.com/yufiit/status/1786384742847508509,[],@FOODFESS2,@yufiit,[],fore-hasil-crawling-03-april.csv
@shirukamon,"point, kopi kenangan, fore/tomoro",2024-05-03T13:13:26.000Z,https://x.com/shirukamon/status/1786383565468676513,[],@FOODFESS2,@shirukamon,[],fore-hasil-crawling-03-april.csv
@cre4msoup_,"tuku(the besttttt), fore, tomoro",2024-05-03T12:57:52.000Z,https://x.com/cre4msoup_/status/1786379651616825774,[],@FOODFESS2,@cre4msoup_,[],fore-hasil-crawling-03-april.csv
@crearuna23,"Kulo, Fore, Tomoro, kalau di Malang ada Kopi Jaya, di Ponorogo bisa cobain Hataria.",2024-05-03T12:48:09.000Z,https://x.com/crearuna23/status/1786377205037383950,[],@FOODFESS2,@crearuna23,[],fore-hasil-crawling-03-april.csv
@worstroses,"tuku, fore (tp nggak dg buttersc), point enak tapi yg deket rumah baristanya judes gt kek ga ikhlas mana ga ngomong ap2",2024-05-03T12:39:29.000Z,https://x.com/worstroses/status/1786375022455759266,[],@FOODFESS2,@worstroses,[],fore-hasil-crawling-03-april.csv
@aaanndiiinnnn,"sama nder, masi tuku, fore.",2024-05-03T12:36:18.000Z,https://x.com/aaanndiiinnnn/status/1786374221142389235,[],@FOODFESS2,@aaanndiiinnnn,[],fore-hasil-crawling-03-april.csv
@putrizkam,"SAMAA NDERRR, TOP 3 GUE HANYA TUKU DAN FORE yg lain so-so aja..",2024-05-03T12:34:43.000Z,https://x.com/putrizkam/status/1786373825804038461,[],@FOODFESS2,@putrizkam,[],fore-hasil-crawling-03-april.csv
@winibitii,"cosan, kopken, soe fore lupa rasanya wkwk",2024-05-03T12:34:00.000Z,https://x.com/winibitii/status/1786373643213365673,[],@FOODFESS2,@winibitii,[],fore-hasil-crawling-03-april.csv
@ptwznn,"Tuku, fore, bikinan sendiri, nder",2024-05-03T12:27:10.000Z,https://x.com/ptwznn/status/1786371925310390371,[],@FOODFESS2,@ptwznn,[],fore-hasil-crawling-03-april.csv
@tuanpoetry_,"Fore, Tuku, Kopi kenangan (tergantung store ada yg enak ada yg engga)",2024-05-03T12:23:20.000Z,https://x.com/tuanpoetry_/status/1786370957986480211,[],@FOODFESS2,@tuanpoetry_,[],fore-hasil-crawling-03-april.csv
@ilyksjthv,1. Kopken 2. Fore 3. Tuku/makmur jaya,2024-05-03T12:21:49.000Z,https://x.com/ilyksjthv/status/1786370577764418033,[],@FOODFESS2,@ilyksjthv,[],fore-hasil-crawling-03-april.csv
@Amarll00,"Nusae, Fore, golden black tu the best pokoknya",2024-05-03T12:20:11.000Z,https://x.com/Amarll00/status/1786370167456580086,[],@FOODFESS2,@Amarll00,[],fore-hasil-crawling-03-april.csv
@ditadtsfr,"Coffeeenatics, Tuku, Fore",2024-05-03T12:09:11.000Z,https://x.com/ditadtsfr/status/1786367396888129628,[],@FOODFESS2,@ditadtsfr,[],fore-hasil-crawling-03-april.csv
@yundaaaaaaa,"Fore, tuku, jokopi",2024-05-03T12:02:39.000Z,https://x.com/yundaaaaaaa/status/1786365754973319568,[],@FOODFESS2,@yundaaaaaaa,[],fore-hasil-crawling-03-april.csv
@cheerswm,"tuku, point coffee n fore",2024-05-03T11:56:43.000Z,https://x.com/cheerswm/status/1786364262702813251,[],@FOODFESS2,@cheerswm,[],fore-hasil-crawling-03-april.csv
@noerhalidjah,"Tuku, fore, point",2024-05-03T11:54:34.000Z,https://x.com/noerhalidjah/status/1786363721935450405,[],@FOODFESS2,@noerhalidjah,[],fore-hasil-crawling-03-april.csv
@lunaaas,"Tuku, Fore dan Point Coffee",2024-05-03T11:42:46.000Z,https://x.com/lunaaas/status/1786360748438122711,[],@FOODFESS2,@lunaaas,[],fore-hasil-crawling-03-april.csv
@windahq,"point janjiw karena bener bener sampe tahap barista dah kenal ama aku wkwkwkw. kalo fore baru nyoba sekali & zonk, tomoro belum ada nyoba.",2024-05-03T11:32:43.000Z,https://x.com/windahq/status/1786358219440558495,[],@FOODFESS2,@windahq,[],fore-hasil-crawling-03-april.csv
@alwaysthasame,"Blue doors, djournal, fore Tuku menurutku terlalu creamy tbh",2024-05-03T11:20:08.000Z,https://x.com/alwaysthasame/status/1786355055492559242,[],@FOODFESS2,@alwaysthasame,[],fore-hasil-crawling-03-april.csv
@what5popping,"Kopi kenangan, fore, collective",2024-05-03T11:11:16.000Z,https://x.com/what5popping/status/1786352821476196511,[],@FOODFESS2,@what5popping,[],fore-hasil-crawling-03-april.csv
@caffeinefans,"top 3 gua tuku, fore, calf",2024-05-03T11:02:23.000Z,https://x.com/caffeinefans/status/1786350588651012282,[],@FOODFESS2,@caffeinefans,[],fore-hasil-crawling-03-april.csv
@seraphinartsen,"fore, kopken, janjiw",2024-05-03T11:01:16.000Z,https://x.com/seraphinartsen/status/1786350305548099763,[],@FOODFESS2,@seraphinartsen,[],fore-hasil-crawling-03-april.csv
@saturnightsky,"Tuku, fore, 5cm",2024-05-03T10:57:51.000Z,https://x.com/saturnightsky/status/1786349447817097400,[],@FOODFESS2,@saturnightsky,[],fore-hasil-crawling-03-april.csv
@risnawati140,"Tuku sama fore emang paling masuk di lidah gue, sayangnya tuku itu outletnya jarang",2024-05-03T10:57:26.000Z,https://x.com/risnawati140/status/1786349342758215692,[],@FOODFESS2,@risnawati140,[],fore-hasil-crawling-03-april.csv
@dhaniya_,Boleh tambah fore ga sih wkwkkw,2024-05-03T10:52:22.000Z,https://x.com/dhaniya_/status/1786348065219346848,[],@dhaniya_,@dhaniya_,[],fore-hasil-crawling-03-april.csv
@alyaaac10,1. Tuku 2. Fore 3. kopi calf & djournal,2024-05-03T10:51:26.000Z,https://x.com/alyaaac10/status/1786347830308942043,[],@FOODFESS2,@alyaaac10,[],fore-hasil-crawling-03-april.csv
@hateverybodyy,"Fore, amstirdam, point(tergantung cabang sama baristanya kalo ini)",2024-05-03T10:43:32.000Z,https://x.com/hateverybodyy/status/1786345842670293194,[],@FOODFESS2,@hateverybodyy,[],fore-hasil-crawling-03-april.csv
@yourfckingbb,"Fore, flash, tuku",2024-05-03T10:33:47.000Z,https://x.com/yourfckingbb/status/1786343389128179836,[],@FOODFESS2,@yourfckingbb,[],fore-hasil-crawling-03-april.csv
@titoseky,"tomoro, couvee, 28, fore luv syekalii",2024-05-03T10:32:30.000Z,https://x.com/titoseky/status/1786343066070376620,[],@FOODFESS2,@titoseky,[],fore-hasil-crawling-03-april.csv
@wateomelonsugar,"fore, kenangan, kemenangan (semarang only)",2024-05-03T10:31:08.000Z,https://x.com/wateomelonsugar/status/1786342723114692853,[],@FOODFESS2,@wateomelonsugar,[],fore-hasil-crawling-03-april.csv
@ina_rinaaa2,"tuku, fore, point",2024-05-03T10:27:54.000Z,https://x.com/ina_rinaaa2/status/1786341909964926988,[],@FOODFESS2,@ina_rinaaa2,[],fore-hasil-crawling-03-april.csv
@gnanl_____,"tomoro, fore, tuku",2024-05-03T10:20:05.000Z,https://x.com/gnanl_____/status/1786339942802825406,[],@FOODFESS2,@gnanl_____,[],fore-hasil-crawling-03-april.csv
@nrmjtn,Guys kasih rekomendasi menu di FORE dong....mulai dari menu kopi dan bukan kopinya,2024-05-03T10:16:37.000Z,https://x.com/nrmjtn/status/1786339069158736108,[],@FOODFESS2,@nrmjtn,[],fore-hasil-crawling-03-april.csv
@es_goyobot,"Fore, tuku, ada salah satu cafe di bdg yg biji kopinya enak bgt tapi lupaaaa",2024-05-03T10:11:26.000Z,https://x.com/es_goyobot/status/1786337766340809063,[],@FOODFESS2,@es_goyobot,[],fore-hasil-crawling-03-april.csv
@halonakes,"tuku, fore, tomoro",2024-05-03T10:11:12.000Z,https://x.com/halonakes/status/1786337706433552653,[],@FOODFESS2,@halonakes,[],fore-hasil-crawling-03-april.csv
@nyomenggg,"Fore, tuku, gb",2024-05-03T10:10:22.000Z,https://x.com/nyomenggg/status/1786337496072433829,[],@FOODFESS2,@nyomenggg,[],fore-hasil-crawling-03-april.csv
@narailla,Utk 20-30an fore tuku. Utk 50k-an arabica sm creme brulee latte Monsieur Spoon enak bgttt aaaaa,2024-05-03T10:09:29.000Z,https://x.com/narailla/status/1786337276420866473,[],@FOODFESS2,@narailla,[],fore-hasil-crawling-03-april.csv
@sunbudss,"calf enak banget nder creamy gtu kopinya, harus cobain fore tuku oke lah",2024-05-03T10:07:37.000Z,https://x.com/sunbudss/status/1786336804523946048,[],@FOODFESS2,@sunbudss,[],fore-hasil-crawling-03-april.csv
@noturbitcha,"Gb, fore, dan apa yah lupa yg penting bukan kopken",2024-05-03T10:07:35.000Z,https://x.com/noturbitcha/status/1786336795120312486,[],@FOODFESS2,@noturbitcha,[],fore-hasil-crawling-03-april.csv
@fldzzzh,"Tuku, fore, calf!!!",2024-05-03T10:06:45.000Z,https://x.com/fldzzzh/status/1786336588718649492,[],@FOODFESS2,@fldzzzh,[],fore-hasil-crawling-03-april.csv
@montasemanusia,"tuku, calf, fore",2024-05-03T10:05:28.000Z,https://x.com/montasemanusia/status/1786336264243097900,[],@FOODFESS2,@montasemanusia,[],fore-hasil-crawling-03-april.csv
@calledpwetty,"kopken, tuku, point, harga terjangkau juga, fore ok sih tp agak mehong",2024-05-03T09:57:13.000Z,https://x.com/calledpwetty/status/1786334187613827372,[],@FOODFESS2,@calledpwetty,[],fore-hasil-crawling-03-april.csv
@ebwiny,"tuku, fore, kopken sih",2024-05-03T09:56:05.000Z,https://x.com/ebwiny/status/1786333901553877158,[],@FOODFESS2,@ebwiny,[],fore-hasil-crawling-03-april.csv
@nisaafj,"Tuku, calf, fore",2024-05-03T09:55:04.000Z,https://x.com/nisaafj/status/1786333646271750540,[],@FOODFESS2,@nisaafj,[],fore-hasil-crawling-03-april.csv
@yakultpinkeu,"fore, kopken, point pengen nyobain tuku tapi di domku gaada:(",2024-05-03T09:54:20.000Z,https://x.com/yakultpinkeu/status/1786333464041869566,[],@FOODFESS2,@yakultpinkeu,[],fore-hasil-crawling-03-april.csv
@meongemes,"Fore, janji jiwa, familymart (termasuk gasih???)",2024-05-03T09:53:04.000Z,https://x.com/meongemes/status/1786333142032449758,[],@FOODFESS2,@meongemes,[],fore-hasil-crawling-03-april.csv
@wonderfuvl,tuku kopken calf fore (tapi mahal huehue),2024-05-03T09:52:15.000Z,https://x.com/wonderfuvl/status/1786332938633883979,[],@FOODFESS2,@wonderfuvl,[],fore-hasil-crawling-03-april.csv
@rgnhrdt,"tuku, makmur jaya, fore",2024-05-03T09:48:12.000Z,https://x.com/rgnhrdt/status/1786331917958492437,[],@FOODFESS2,@rgnhrdt,[],fore-hasil-crawling-03-april.csv
@disismalife,"Goldenblack, tuku, fore",2024-05-03T09:46:37.000Z,https://x.com/disismalife/status/1786331520443252903,[],@FOODFESS2,@disismalife,[],fore-hasil-crawling-03-april.csv
@meongbok,Point jco fore jagoanku,2024-05-03T09:42:33.000Z,https://x.com/meongbok/status/1786330496622088622,[],@FOODFESS2,@meongbok,[],fore-hasil-crawling-03-april.csv
@ikiselalubenar,"Tuku, arah, fore",2024-05-03T09:40:53.000Z,https://x.com/ikiselalubenar/status/1786330078512869427,[],@FOODFESS2,@ikiselalubenar,[],fore-hasil-crawling-03-april.csv
@tsyaffe1ne,"tuku susu tetangga, fore butterscotch, kopken signature (bukan yg biasa), tomoro coconut (less sweet)",2024-05-03T09:40:53.000Z,https://x.com/tsyaffe1ne/status/1786330078445731923,[],@FOODFESS2,@tsyaffe1ne,[],fore-hasil-crawling-03-april.csv
@newteegreen,Utk yg udh ada brand bnyak cabang fore sma kopken. Yg lokal dom Kopiria Cerita senja. Mau coba tuku tp belm ada di dom,2024-05-03T09:38:08.000Z,https://x.com/newteegreen/status/1786329385672581151,[],@FOODFESS2,@newteegreen,[],fore-hasil-crawling-03-april.csv
@daaalizaa,"makmur jaya, fore, blm nemu",2024-05-03T09:29:49.000Z,https://x.com/daaalizaa/status/1786327293096530125,[],@FOODFESS2,@daaalizaa,[],fore-hasil-crawling-03-april.csv
@namasamaraja,"Tuku, Fore, Tomoro",2024-05-03T09:24:54.000Z,https://x.com/namasamaraja/status/1786326054107541570,[],@FOODFESS2,@namasamaraja,[],fore-hasil-crawling-03-april.csv
@athyzren,"tuku, kopken, fore, point GABISA PILIH 3",2024-05-03T09:23:27.000Z,https://x.com/athyzren/status/1786325689773510701,[],@FOODFESS2,@athyzren,[],fore-hasil-crawling-03-april.csv
@NurJay308,"Tuku, Fore, Point",2024-05-03T09:22:47.000Z,https://x.com/NurJay308/status/1786325520264917378,[],@FOODFESS2,@NurJay308,[],fore-hasil-crawling-03-april.csv
@foodwillrescue,"tuku, fore, calf",2024-05-03T09:22:16.000Z,https://x.com/foodwillrescue/status/1786325390627336644,[],@FOODFESS2,@foodwillrescue,[],fore-hasil-crawling-03-april.csv
@Taetae_Phuphu,"Karena di sini gak ada tuku, jadi famima, fore, point' coffe...",2024-05-03T09:22:13.000Z,https://x.com/Taetae_Phuphu/status/1786325379860647985,[],@FOODFESS2,@Taetae_Phuphu,[],fore-hasil-crawling-03-april.csv
@tambunliving___,1. Djournal 2. Fore 3. Tuku ketiganya juara di level thicknessnya.,2024-05-03T09:22:01.000Z,https://x.com/tambunliving___/status/1786325329386328297,[],@FOODFESS2,@tambunliving___,[],fore-hasil-crawling-03-april.csv
@cacuyy__,"Tuku, djournal, fore",2024-05-03T09:21:53.000Z,https://x.com/cacuyy__/status/1786325296310001866,[],@FOODFESS2,@cacuyy__,[],fore-hasil-crawling-03-april.csv
@cikinikatsu,"Fore, tuku, famima.",2024-05-03T09:21:45.000Z,https://x.com/cikinikatsu/status/1786325261937766447,[],@FOODFESS2,@cikinikatsu,[],fore-hasil-crawling-03-april.csv
@milkkkchocoo,"karna disini gada tuku jadi fore, tomoro, point coffe",2024-05-03T09:21:40.000Z,https://x.com/milkkkchocoo/status/1786325239473090670,[],@FOODFESS2,@milkkkchocoo,[],fore-hasil-crawling-03-april.csv
@babelboss,"Tuku, fore, bakeaholic, calf, kopken lebih 2",2024-05-03T09:21:29.000Z,https://x.com/babelboss/status/1786325193998348540,[],@FOODFESS2,@babelboss,[],fore-hasil-crawling-03-april.csv
@gyuinmind,"tuku, fore, fm",2024-05-03T09:20:39.000Z,https://x.com/gyuinmind/status/1786324987126882578,[],@FOODFESS2,@gyuinmind,[],fore-hasil-crawling-03-april.csv
@killahour,"fore, tuku, point. untuk gue yg suka mabok kopi, kopi mereka sangat ok di lambung gw",2024-05-03T09:20:17.000Z,https://x.com/killahour/status/1786324895091302642,[],@FOODFESS2,@killahour,[],fore-hasil-crawling-03-april.csv
@mintxberry,"Tuku, amstir, fore",2024-05-03T09:19:39.000Z,https://x.com/mintxberry/status/1786324733782561049,[],@FOODFESS2,@mintxberry,[],fore-hasil-crawling-03-april.csv
@wishteez,"point coffe, fore, baru dua itu aja.",2024-05-03T09:17:22.000Z,https://x.com/wishteez/status/1786324158735073413,[],@FOODFESS2,@wishteez,[],fore-hasil-crawling-03-april.csv
@bukankecapmanis,Tuku fore djournal,2024-05-03T09:17:18.000Z,https://x.com/bukankecapmanis/status/1786324141781741572,[],@FOODFESS2,@bukankecapmanis,[],fore-hasil-crawling-03-april.csv
@urprincipal_,"Kawan kopi, fore, tuku. Tuku enak si but for me ga seenak yg dibilang orang2, masi jauh lebih enak kawan kopi",2024-05-03T09:16:44.000Z,https://x.com/urprincipal_/status/1786324001268339187,[],@FOODFESS2,@urprincipal_,[],fore-hasil-crawling-03-april.csv
@cieeekepoyaaa98,Urutan versi ku untuk kopi yg banyak cabang : 1. Point 2. Kopken 3. Fore 4. Tomoro 5. Janji jiwa Urutan versi ku yg lokal pwt : 1. Arasta 2. Awor 3. Soedoet koupi 4. Sadadjiwa,2024-05-03T09:16:26.000Z,https://x.com/cieeekepoyaaa98/status/1786323925737365993,[],@FOODFESS2,@cieeekepoyaaa98,[],fore-hasil-crawling-03-april.csv
@uarelovedbb,"Baru nemu 2 yg jadi 'top' di aku, point coffee sama fore",2024-05-03T09:15:43.000Z,https://x.com/uarelovedbb/status/1786323744119783512,[],@FOODFESS2,@uarelovedbb,[],fore-hasil-crawling-03-april.csv
@Miranti_92,"Tuku , animo , djournal coffe , bright coffee, coffe klasik, fore. Kalau yg murce famimart sama kopi saku / baper point",2024-05-03T09:15:03.000Z,https://x.com/Miranti_92/status/1786323574485365028,[],@FOODFESS2,@Miranti_92,[],fore-hasil-crawling-03-april.csv
@tarikmanis,"1. tuku 2. fore 3. (toko kopi jaya) di malang. Tp karna stay ga di malang, jadi nomer 3 nya blm nemu",2024-05-03T09:15:02.000Z,https://x.com/tarikmanis/status/1786323571901681841,[],@FOODFESS2,@tarikmanis,[],fore-hasil-crawling-03-april.csv
@sereneseren1ty,1. tuku 2. calf 3. fore,2024-05-03T09:11:15.000Z,https://x.com/sereneseren1ty/status/1786322618490187898,[],@FOODFESS2,@sereneseren1ty,[],fore-hasil-crawling-03-april.csv
@LuckyAlvonsa,"Point Cafe, Kopi Kenangan dan Fore",2024-05-03T09:10:31.000Z,https://x.com/LuckyAlvonsa/status/1786322436746780711,[],@FOODFESS2,@LuckyAlvonsa,[],fore-hasil-crawling-03-april.csv
@budakc0c0nut,"so far sih fore, fami sama point. soalnya pas nyoba tuku kemarin kayak kurang ngeblend gitu. padahal high expect sm tuku si",2024-05-03T09:08:52.000Z,https://x.com/budakc0c0nut/status/1786322019413573926,"['https://pbs.twimg.com/media/GMpKZmhbEAAj9DX?format=jpg&name=small', 'https://pbs.twimg.com/media/GMpKZmcaMAA5QWC?format=jpg&name=small', 'https://pbs.twimg.com/media/GMpKZmZagAA_8rG?format=jpg&name=small']",@FOODFESS2,@budakc0c0nut,[],fore-hasil-crawling-03-april.csv
